Id,Prediction,Logits_0,Logits_1
1,-1,3.7575337886810303,-3.9148647785186768
2,1,-0.2013571858406067,0.2547680139541626
3,-1,1.0507596731185913,-1.1131433248519897
4,1,-2.905270576477051,2.7376763820648193
5,-1,3.4877307415008545,-3.5932230949401855
6,-1,0.12164188921451569,0.0073509966023266315
7,-1,2.791857957839966,-2.8872151374816895
8,1,-3.1556947231292725,3.0497207641601562
9,1,-1.4468963146209717,1.160170316696167
10,1,-2.139497995376587,1.8531945943832397
11,1,-3.523289203643799,3.538809299468994
12,1,-2.467618227005005,2.2265119552612305
13,1,-1.786970615386963,1.4630080461502075
14,-1,2.1413516998291016,-2.2151312828063965
15,1,-2.727966785430908,2.5256054401397705
16,1,-2.062256097793579,1.7653239965438843
17,-1,3.754333257675171,-3.9129276275634766
18,1,-3.6101644039154053,3.6730027198791504
19,1,-3.0039141178131104,2.858884572982788
20,-1,3.756492853164673,-3.9138991832733154
21,-1,0.562625527381897,-0.5864700675010681
22,-1,3.7593014240264893,-3.915952682495117
23,1,-3.178593158721924,3.0781469345092773
24,-1,3.7472751140594482,-3.9082977771759033
25,1,-3.6005947589874268,3.6521010398864746
26,-1,3.7539448738098145,-3.9124884605407715
27,1,-2.1038737297058105,1.8121211528778076
28,1,-1.3842997550964355,1.1168911457061768
29,-1,3.7537243366241455,-3.9121475219726562
30,1,-0.00241696834564209,0.07639986276626587
31,1,-0.7931050658226013,0.7664927244186401
32,-1,3.4762895107269287,-3.5846846103668213
33,-1,1.864197015762329,-1.928629994392395
34,1,-3.173302412033081,3.0731215476989746
35,-1,0.49799999594688416,-0.43081134557724
36,1,-3.156386137008667,3.0508456230163574
37,1,-1.4198769330978394,1.1411057710647583
38,-1,3.287710666656494,-3.3922696113586426
39,-1,2.91316294670105,-3.01017427444458
40,1,-0.9777976870536804,0.8727046847343445
41,1,-3.3041574954986572,3.2419564723968506
42,-1,3.7571170330047607,-3.9141438007354736
43,-1,3.7514219284057617,-3.9107656478881836
44,-1,3.7556650638580322,-3.913529396057129
45,-1,3.7556650638580322,-3.913529396057129
46,-1,3.7559969425201416,-3.9137184619903564
47,-1,0.7748344540596008,-0.8239887356758118
48,1,-3.121624231338501,3.0058746337890625
49,1,-2.83937406539917,2.657444477081299
50,-1,3.7515928745269775,-3.9112958908081055
51,1,-3.174219846725464,3.0738158226013184
52,1,-0.9258442521095276,0.8446195721626282
53,-1,2.266629695892334,-2.3444125652313232
54,-1,3.169560432434082,-3.2718000411987305
55,-1,2.56832218170166,-2.6576621532440186
56,1,-1.693320631980896,1.3697415590286255
57,1,-0.7413950562477112,0.7350381016731262
58,1,-0.9813830256462097,0.8759592175483704
59,-1,3.532165765762329,-3.642605781555176
60,-1,0.5063996911048889,-0.5041545033454895
61,1,-2.6308233737945557,2.410370349884033
62,-1,1.1416597366333008,-1.205457329750061
63,-1,1.1416597366333008,-1.205457329750061
64,-1,2.5367486476898193,-2.624962091445923
65,-1,3.6981945037841797,-3.8235392570495605
66,1,-3.1032073497772217,2.9823696613311768
67,1,-2.197932004928589,1.919920563697815
68,1,-3.138605833053589,3.0277576446533203
69,-1,3.7529053688049316,-3.9119858741760254
70,-1,3.7552330493927,-3.9128499031066895
71,1,-1.0761570930480957,0.9284376502037048
72,1,-0.38011935353279114,0.4487531781196594
73,1,-3.0271222591400146,2.886047840118408
74,-1,3.1293554306030273,-3.2306947708129883
75,1,-3.5640037059783936,3.596390724182129
76,-1,1.975833773612976,-2.043983221054077
77,1,-3.29840087890625,3.2359323501586914
78,-1,3.719716787338257,-3.854062080383301
